Komen;Label
@byu_id Min daerah saya ga tercover by.u kah;Netral
@byu_id min diriku mau nanya. Kalau pakai paket yg unlimited;Netral
@byu_id Min fungsi uCoins ini apa ya Min? BTK https://t.co/RCAJGgjQSu;Netral
@byu_id Min gamau beliin aku hp baru apa😭;Netral
@byu_id min ini sampe kapan ya?🥲 https://t.co/uMO0wM1FlN;Netral
@byu_id Min ini saya beli kuota 35GB;Netral
@byu_id min jika beli Toping WhatsApp ;Netral
@byu_id Min kalau 5g udah bisa dipake, kartunya harus tukar ke yang support 5g ?;Netral
@byu_id min kalau kartu hilang ngurusnya gimana ya ?;Netral
@byu_id Min kalau nomor ByU bisa dipakai di Malaysia ga? Buat terima OTP. Terus topup dari Malaysia online tetap bisa kan? Makasih.;Netral
@byu_id Min kalau SIM CARD hilang ngurusnya kemana? Ngurusnya ke @grapari ?;Netral
@byu_id min kalo beli kuota internet di aplikasi dapet formal e-invoice nya ga sih selain dari e-invoice yang di email? Format-format PDF gitu biar enak kalo mau klaim. Ehehe;Netral
@byu_id min kalo kartu byu ilang bisa di urus ga ya ?;Netral
@byu_id min kalo nambah nomer di 1 aplikasi ga bisa ya?;Netral
@byu_id min kamu gaada niatan buat bikin topping netflix gituh?;Netral
@byu_id Min kapan ada 5g;Netral
@byu_id Min kok paket 50GB 120rb ga ada??;Netral
@byu_id min kok unlimited 1;Netral
@byu_id min kuota promo yg 15rb 12GB 3 hari masih ada kah?;Netral
@byu_id Min kuota roaming Jepang dah ada?;Netral
@byu_id Min mau nanya dong, kalau kita beli paket unlimited 1.5Mb yang 140rb 2 kali, apakah kecepatannya akan berlipat jadi 3Mbps ? (seriusan nanya);Netral
@byu_id min mau nanya dong. By.u sudah bisa e-sim belum ya ?;Netral
@byu_id min mau tanya apa benar masa aktif kartu by u semur hidup asal dpat sinyal internet?;Netral
@byu_id min nanti kalau telkomsel masuk 5G;Netral
@byu_id Min ngak 10000 10GB aja min?😀😁😁 https://t.co/dASq7ff4E2;Netral
@byu_id min nomer saya yang aktif kebawa di hp yang hilang, kira-kira bisa diproses gak ya? thanks;Netral
@byu_id min paket 75gb ampe kapan?;Netral
@byu_id min paket data saya numpuk nih bisa nggak yang 50 GB;Netral
@byu_id Min paket unlimited 2Mb;Netral
@byu_id Min Paket yang 100k 35Gb Udah Gaada ya? Padahal Udah Nyaman Pake Itu https://t.co/5PuvyrCgzf;Netral
@byu_id min piala eropa dah mau mulai, apa gada kuota streamingnya? Xixixi✌;Netral
@byu_id min polsa byu bisa ditransfer ke telkomsel ga sih ? Kalo bisa gmna caranya?;Netral
@byu_id Min promonya tiap hari apa aja min?;Netral
"@byu_id min request tambahin kuota topping netflix &amp; telegram ya terimakasih 🙏";Netral
@byu_id min saya kan baru transaksi quota unlimited 1;Netral
@byu_id min saya kan beli hp samsung di online shop terus dapat kartu perdana by u;Netral
@byu_id Min sediakan toping MolaTv juga dong. Mau EURO nih @byu_id 💙;Netral
@byu_id Min sekarang gk ada yang 50gb ?;Netral
@byu_id min sim card gw ilang;Netral
@byu_id Min tambahin varian kuota dong;Netral
@byu_id min tanya dong kalo udah pernah beli promo ini bakal bisa beli promo lagi gak?;Netral
@byu_id min telkomsel  tgl 27 udah bsa 5G ;Netral
@byu_id min tolong cek dm ya. Jaringan saya error dari pagi, gak ada koneksi. Terima kasih;Netral
@byu_id min yg cap satu jempol 35gb kemana kok gak ada wkwkwk;Netral
@byu_id Min, adain kuota yg 2Mbps please:(;Netral
@byu_id min, aku dpt notif happy 6 bulan, kok gak ada hadiahnya masuk ya di aplikasi.;Netral
@byu_id min, paket ini masa berlakunya 30 hari? https://t.co/aqwZzdSOOs;Netral
@byu_id min, paket yg 140rb 1.5Mbps tidak bisa utk streaming Netflix?;Netral
@byu_id min. kuota clbk udah ga ada ya?;Netral
@byu_id Min... Saya beli pulsa data kuota;Netral
@byu_id min..ngurus nomor byu yg ilang gmna caranya?;Netral
@byu_id minn ko kuota kemendikbud cuman bisa dipake buat wa?🗿;Netral
@byu_id Minnn aku butuh kuota;Netral
@byu_id minnn kalau kartu byu ilang bisa pesen kartu baru pake nomor yang lama gak?;Netral
@byu_id Minnn take down aja kontennya sebelum netizen menyerang ☠️;Netral
@byu_id misi min, cara ngecek nomorku masih aktif atau tidak gimana ya;Netral
@byu_id Mobile Legends sama Free Fire min.;Netral
@byu_id Naikin dikit lah . Minimal 2. Atau 2.5 Mbps. Untuk hiburan rekan rekan yang belum terjangkau 5G daerah nya;Netral
@byu_id Naikin speed unlimited;Netral
@byu_id Naikin speed unlimited nya min. Udah jaman 5G masih ada aja yang 1;Netral
@byu_id Naikin speed unlimited nya min. Udah jaman 5G masih ada aja yang 1,5 mbps;Netral
@byu_id Naikin speed unlimited, gk banyak banyak yg kayak kemarin aja 2 mbps;Netral
@byu_id Netflix, Disney, mining, trading, steam online games udh ituuu aja circle harian GB saya.;Netral
@byu_id Ngga nyoba.;Netral
@byu_id Ngga suka main game;Netral
@byu_id ngga tau min. maennya township doang 🤣;Netral
@byu_id nggak 5G nggak masalah;Netral
@byu_id nggak 5G nggak masalah, asal 4G sinyal bagus dan gak sering drop;Netral
@byu_id Nggak ada give away nih min??;Netral
@byu_id nin aku kok gak dapet kuota anniversary setahun ya? :( udah lewat 2 hari yang lalu padahal😔;Netral
@byu_id Nindy gak mau cobain space sambil ngabuburit;Netral
@byu_id Nindy kena kakak adek zone sm telkomsel? 🥺😱;Netral
@byu_id nindy knp 35gb 100rb nya dihilangin... sedih... https://t.co/uVRevakH6I;Netral
@byu_id Nindy maen PUBG aja.. nnti jobs nya aku gantiin.. 🤗;Netral
@byu_id nindyyyy lemot bgt😭;Netral
"@byu_id Nindyyyyyy ini sinyal byU kok jelek ya :"") padahal udah set 4G mana barnya penuh semua tapi main game malah… https://t.co/t8IbH2CYal";Netral
@byu_id Ntar aja dah tunggu dah pada rame 5G. Baru pindahan kalau ada dananya dan . . .;Netral
@byu_id nungguin reward dari mimin;Netral
@byu_id Nungguin THR dari by.U aja kak https://t.co/XoC3o5MVQV;Netral
@byu_id Nyari yang ada Wifi nya dong;Netral
@byu_id o ya. by.u dark mode kapan nih?;Netral
@byu_id okee😭😭 ih galau lah min baru ganti hp malah ga support 5g kan sjhdjsk😭😭;Netral
@byu_id Pakai by.u;Netral
@byu_id Pake by.u sambil nonton tns di yutub eh lagi promo by.u trus tau2 akun by.u nya post juga sungguh kebetulan https://t.co/f0ZKTY9ICm;Netral
@byu_id paket 100ribu 35Gb udah gak ada min...? 👀;Netral
@byu_id Paket 35gb nya mana?;Netral
@byu_id Paket nelfon ke semua operator knp gk. Bisa buat nelfon Cs bank;Netral
"@byu_id Paket THR ""spesial kurma"" 12gb murmer nya knp malah dihilangin sih";Netral
@byu_id Paket THR Unlimited dong Rp 120.000;Netral
@byu_id paket unlimited yg 140ribu menghilang kemana min?;Netral
@byu_id paket Unlimtd Bikin Aman 6jam dah nggak ada ya? https://t.co/JDQSJT5Lyl;Netral
@byu_id paket Unlimtd yang 1.5 Mbps sebulan udah nggak ada ya?;Netral
@byu_id Paket yang 100k 35gb mana ya? padahal udah sering pake itu;Netral
@byu_id paket yg anniversary mending ubah jadi berupa voucher aja deh kaya rich giga.. kalo otomatis klaim gitu bis… https://t.co/zUm3h2iJqt;Netral
@byu_id pakst gua yg 120 rb 50gb mana ?;Netral
@byu_id paling banyak 5Gb;Netral
@byu_id Pengen 1mbps 100rb balik lagi;Netral
@byu_id Pengen bebas kuota internet 🤪;Netral
@byu_id Pengen tahu cara gunain kuota @DisneyPlusID  3gb dri @byu_id;Netral
@byu_id Pengen unlimited kuota dari byu tersayang;Netral
@byu_id Pengumuman pemenang By.U space euro fantasy matchday 1 nya mana min? https://t.co/W6fpsaQXeg;Netral
@byu_id Penting bgt si krn sgt sgt berpengaruh dikehidupan kita sehari hari;Netral
@byu_id Perasaan byk hp yg udah band 40. Tapi kenapa cuma 5 yg disebutin?;Netral
@byu_id Percuma 5G ;Netral
@byu_id Permisi Min mau tanya.. untuk paket yang Unlimited.. adakah paket Unlimited yang speed internetnya 2mb? ;Netral
@byu_id permisi min, mau tanya tentang aktivasi https://t.co/5h212WhlfT x Samsung;Netral
@byu_id Pernh Toping yutub seratus giga;Netral
@byu_id perpanjang lagi dong min;Netral
@byu_id persediaannya masih ada gak;Netral
@byu_id Persiapan buat besok Hari Rabu nonton eps.2 #Loki di @DisneyPlusID https://t.co/fs8u4uRyQy;Netral
@byu_id ping aman min?;Netral
@byu_id Ping game bisa lebih stabil lagi;Netral
@byu_id Plis 150k 75gb nya adain sampe bulan depan;Netral
@byu_id postingan euro hilang min? sy cek di uSpace juga ndak ada? ada yang salah?;Netral
@byu_id Promo sampe kapan nih nin?;Netral
@byu_id promo yg ini tuh masa berlakunya sampai kapaan yaa ?? https://t.co/idHuzl0kHl;Netral
@byu_id Provider plg rajin maintenance aplikasi;Netral
@byu_id Saat masih ada top up topping 10k an di by.u..;Netral
@byu_id Saat mati lampu dan gak hujan;Netral
@byu_id Saya di email meminta kompensasi terkait hal ini;Netral
@byu_id saya gadapet kuota anniversary 1 tahun😭;Netral
@byu_id saya sedang proses pindah, apakah bisa menggunakan alamat yang lama?;Netral
@byu_id saya sudah menggunakan By.u tapi lupa nomernya. Gimana cara cek nomor?;Netral
@byu_id saya sudah punya kartu by.u;Netral
@byu_id saya sudah punya kartu by.u, apakah saya boleh mengajukan kartu by.u lagi? Karena nomor yg lama saya gunakan untuk usaha/bisnis;Netral
@byu_id Sayang bet hp nya gk dukung 5g wkwk;Netral
@byu_id Sayangnya cuma ke sesama by.u, padahal mantan pakek telkomsel @Telkomsel ;Netral
@byu_id sdh daftar min. siap meramaikan Euro Fantasy Football League by.U 2020 😆;Netral
@byu_id Seandainya sisa paket yg tidak habis bisa dipakai utk bulan berikutnya dengan syarat isi paket apapun di bu… https://t.co/sOBSS94XIg;Netral
@byu_id sebaiknya pakai akun regional jika mempromosikan sebuah produk yang belum tersedia secara nasional;Netral
@byu_id Sebelum pake by. U bisa 400rb sebulan....;Netral
@byu_id sehari aja 1gb+ kalo 30 hri dah https://t.co/Btw1VnTasF;Netral
@byu_id selamat siang. min mau nanya by.u unlimited bisa dipakr di modem kah?;Netral
@byu_id Semoga pengguna lama gak di bedain sama yg baru hmm;Netral
@byu_id Semoga semuanya sehat dan bahagia;Netral
@byu_id Semoga setelahnya jaringannya kembali membaik ya. Rindu internet lancar;Netral
@byu_id Serem Min, kalau paket by.U ada yang 10mbps/bulan;Netral
@byu_id Sering pake 35gb itu pun kuramg tp karema di tetringin sama ad8k sama ibu sih 😭😭;Netral
@byu_id Serius nih tiap 3 bulan sekaali min?;Netral
@byu_id Seruan kalo sinyalnya stabil;Netral
@byu_id Setelah Setengah tahun minta terus diadain lagi paket 2Mbps 140k;Netral
@byu_id si paling gercep emang miminnyaa:);Netral
@byu_id Siap sii.. Tp hpnya yg gak siap;Netral
@byu_id Siap tapi hpnya belom support 5G 🤧;Netral
@byu_id Simcard bakalan ganti gak nin? Sama paketannya bakalan ngikutin kuota yang lama atau ada kuota khusus 5G nantinya?;Netral
@byu_id sinyal daerah Bandung kota kenceng ga?? Mau coba nihh;Netral
@byu_id sinyal nya jadi bagus lagi gak nih, nindy?;Netral
@byu_id Skuy Nindy Mabar Game apa nihh..;Netral
@byu_id solusinya adalah thetering ke tmn yang pake operator lain;Netral
@byu_id Spesial kurma bisa buat tethering gak min;Netral
@byu_id streaming 720p truly amankah? share donk yg pernah/lagi pake https://t.co/SQoCoPoABa;Netral
@byu_id tambahin BTS nya...biar nyampe pelosok desa;Netral
@byu_id Tambahin dong min..jangan 2Mbps;Netral
@byu_id tambahinn paket dong min;Netral
@byu_id tanya min. Apakah kartu by.U bisa volte kaya simpati/as/halo?;Netral
@byu_id Tapi apakah nomor by.u saya sudah otomatis bisa ke 5G?;Netral
@byu_id Tar dl min... Hapeku belom 5g...;Netral
@byu_id tempat yang internetnya lancar.;Netral
@byu_id tergantung nindy ngasih gratisanya berapa;Netral
@byu_id Ternyata minta upgrade min;Netral
@byu_id THR Kuota nya mana nih min?;Netral
@byu_id Thread euro di space kok ngilang? Yang kemaren nindy rt juga ngilang?;Netral
@byu_id Thread Fantasy EURO MANA??? ;Netral
@byu_id Tiap 3 bulan min;Netral
@byu_id tidak bisa USSD ya? Please buat reset pin Digipos @Telkomsel ?!;Netral
@byu_id tolong dong kartu fisik saya rusao gabisa kebaca solusinya gimana?;Netral
@byu_id Toping sms ke semua operator;Netral
@byu_id Toping streaming nya min terutama Netflix;Netral
@byu_id Toping Whatsapp sebulan Rp 8500;Netral
@byu_id topping by.u yang disney+ hotstar masih langganan (psst... masukin yang paket 3;Netral
@byu_id topping by.u yang disney+ hotstar masih langganan (psst... masukin yang paket 3,5,12 bulan juga dong min);Netral
@byu_id topping dota kek sama game lainya;Netral
@byu_id Topping game terus masih banyak udh hangus😥😣;Netral
@byu_id Topping IG sama YouTube Nya naikin dong Jadi 10GB Kaya DULU;Netral
@byu_id topping ig tinggal 45byte udah gabisa buat akses ig;Netral
@byu_id topping mola tv milih yg mana ya kak;Netral
@byu_id Topping twitter;Netral
@byu_id Tsel yang 17Gb ;Netral
@byu_id Twitter, ig, yutub, wa. Dah gt ja teroooos wkwk;Netral
@byu_id Twrgantung speed internetnya;Netral
@byu_id Udah 1 tahun 6 bulan 2 hari gak dapet hadiah lagi 😭😭 https://t.co/LsIveGOxgx;Netral
@byu_id udah 5g????;Netral
@byu_id udah bisa beli by U yang sebulan 120 ribu;Netral
@byu_id Udah bisa dari lama kalo pake wifi my republic;Netral
@byu_id udah bisa setelah dipancing pake vpn;Netral
@byu_id Udah brani nonton live streaming youtubenya kompastv 24jam nonsto tpi ndak tak tonton;Netral
@byu_id Udah dr awal daftar kok isi tanggal lahirnya wkwk cm emg gaperna dapet deh;Netral
@byu_id Udah ga pernah dapet lagi sekarang....;Netral
@byu_id Uhuk-uhuk nggak berasa kita udah setahun ya beb 😘 https://t.co/uwwgmLHamu;Netral
@byu_id Unlimited 1.5 mbps buat seminggu. Walopun kadang lemot tapi ndakpa;Netral
@byu_id Unlimited 140rb per bulan karena dipake kerja+youtube an+netflix an.;Netral
@byu_id Unlimited dong min;Netral
@byu_id UNLIMITED JADIIN 2mbps dahh pateninnnn harga 150k gamasalahhh udah;Netral
@byu_id UNLIMITED NAIK SPEED;Netral
@byu_id UNLIMITED NAIK SPEED GAK PAKE PROMO²AN;Netral
@byu_id UNLIMITED NAIK SPEED GAK PAKE PROMO²AN, HARGA MENYESUAIKAN OKE. PING DIBENERIN. UDAH GITU DOANG;Netral
@byu_id UNLIMITED NAIK SPEED, HARGA MENYESUAIKAN, DAH ITU AJA;Netral
@byu_id unlimited yg 140k lemot bgt kenapa ya? katanya 1.5mbps tp pas dicek gak sampai 1.5 are you kidding me?!?! https://t.co/O02QjSW7wD;Netral
@byu_id Untuk di indonesia kecepatan internet dari 5g masih terbatas sekitar 14x-17x lebih dari 4g untuk sekarang. Tapi mungkin untuk kedepannya bisa lebih efektif;Netral
@byu_id Wildrift juga masukin dong;Netral
@byu_id ya allah serius ni byu ada 5g?? cara ngecek hp kompatibel sama 5g gimana dhhh;Netral
@byu_id yahh barusan beli yg unlimited sebulan :(;Netral
@byu_id Yang 100k 35;Netral
@byu_id yang 150k 75gb minnn;Netral
@byu_id yang 15k 3GB buat 14 hari;Netral
@byu_id yang 3gb;Netral
@byu_id Yang 50 gb 120k ko dihilangin min 😭 asli sedih bgt;Netral
@byu_id Yang 75gb ituu;Netral
@byu_id yang 75giga 150k ya min? mantal banyak pisan;Netral
@byu_id Yang ini aja belum beres, masa akses alamat tertentu kudu pake vpn trus min? https://t.co/rwXdEeSVxe;Netral
@byu_id Yang Unlimited ga ada THR min? Jadi 100rb sewindu… eh;Netral
@byu_id Yg 150rb 75GB wuzzzz ga min?;Netral
@byu_id Yg 15k min 😂;Netral
@byu_id Yg 2 Mbps 150 ribu. Semoga selamanya ada. 😁;Netral
@byu_id yg 2mbps dibikin permanen dong;Netral
@byu_id Yg 4ribuan;Netral
@byu_id Yg 50GB tp harganya 100k 🤣;Netral
@byu_id Yg 75gb habis 25 hari gegara WFH;Netral
@byu_id YouTube + Twitter mungkin perlu ditambah lg batas kuota Topping;Netral
@byu_id youtube an tapi masih pikir pikir durasi dan resolusi + kuota expired;Netral
@candyken0313 @byu_id Loh ada ini? Pas bulan dua kemaren saya ulang tahun ga ada ini wkwkwk;Netral
@candyken0313 @byu_id mungkinkah kudapat kuota darimu;Netral
@candyken0313 @byu_id sekarang nama provider di addres bar ga by.u lagi ya? ganti jadi tsel pakai masker;Netral
@christianjecka @byu_id oalah.. hahhaa.. tsel atau xl mahal :( dulu pake 3 tp sinyalnya jueelek tp murah. im3 lebih manusiawi sih;Netral
@ciyebarunyariin @byu_id Kalo mau 5G, Hp harus support.;Netral
@CPeratiwi @byu_id Kalau paket ngga bisa kak. Btw aplikasi by.u ku bisa dibuka kak;Netral
@Dani_Subekti_ @byu_id Sekali beli aja kah? Soalnya di gua masih ada;Netral
@Dani_Subekti_ @jadigini_loh @byu_id Eh iya anjir tinggal yang 120k;Netral
@DaniAfdiansyah1 @billy_moulana @byu_id Klo ada bisa liat price list paket2 nya kak;Netral
@deeianreefa @byu_id Coba akses aplikasi byU pake koneksi internet lain kak;Netral
@DestiaSuci @arifrahmanms @txtfrombrand @byu_id anak nya simpati katanya;Netral
@DestiaSuci @arifrahmanms @txtfrombrand @byu_id Kartu by.u itu kk bisa pesen nomer sendiri;Netral
@DestiaSuci @arifrahmanms @txtfrombrand @byu_id sama kayak telkomsel;Netral
@DestiaSuci @arifrahmanms @txtfrombrand @byu_id Temnnya tsel;Netral
@DestiaSuci @daniel_cang @arifrahmanms @txtfrombrand @byu_id Install dlu aplikasi byu;Netral
@detikcom Apakah byu juga akan bersamaan 5G nya dgn Telkomsel? @byu_id;Netral
@DhaniReynaldi @byu_id Pasti bukan pengguna Hup Beta ya;Netral
@DhaniReynaldi @byu_id Sebelum jadi By.u dulu namanya Hup Beta.;Netral
@Dikapacman1 @byu_id Hup Beta tuh apaan ?;Netral
@Dikapacman1 @byu_id Kok punya gw gak ada sih yang paket gini -_-;Netral
@Dinaputrinz @byu_id ini km baru beli kartu/paketannya?;Netral
@Dinaputrinz @byu_id itu emg beli di shopee apa dr aplikasinya?;Netral
@dkvngurk @byu_id Yaaah..uda terlanjur aktivasi yang unlimited 140rb 😆;Netral
@Dounatzz @byu_id haloo mau tanya cara aktifin fitur ini gimana ya? namanya apa ya? thank youuu;Netral
@Dounatzz @byu_id hehe iyaa gpp aku tadi udah cari2 di internet;Netral
@dsrtlena sama pake @byu_id aja yg unlimited 140k/bulan gue internet nya sama kaya telkomsel;Netral
@dwfbry @aristya_di @byu_id Iyaa aku jg pake kuota kemendikbud sih. Itu ngaruh apa yaa?;Netral
@dwiheryantop @byu_id D update aja bang appnya kemarin aku juga gitu habis itu ku update bisa;Netral
@Dwiisblla @byu_id Hbd wi 🥳 | sabi lah traktirannya wkwk;Netral
@empavhy @byu_id Barusan aku coba buka ternyata sudah bisa. Mungkin td ada maintenance jd error app-nya;Netral
@f3feyy @hyunjindust @byu_id Promo yg kurma dong 👍;Netral
@fbhryd @byu_id iya ngga lola si kalo sekarang, tapi kalo misalkan lagi download tbtb lama kadang;Netral
@feelthejoel @byu_id baru bisa nihh, gonta ganti mode pesawat truss 😂😂;Netral
@fithvitri @byu_id iya beneran butuh restart.. 😆;Netral
@fithvitri @byu_id Udah update sih kemaren;Netral
@gottmityuenes @byu_id Gw pengen beli byu gara2 ini sih;Netral
@gumyybe @byu_id agak curiga sih kalo twitter lebih banyak dari youtube.;Netral
@hrdbacot Coba pakai BY.U Ambil paket unlimited, walau 1,5 Mbps sepertinya lumayan.;Netral
@hyunjindust @frasaku_ @byu_id Aku akhirnya isi yg 75GB nih 😶;Netral
@idextratime @byu_id 150rb 75gb, 120rb 50gb sebulan. Jaringan via telkomsel.;Netral
@idextratime by. U 100k 35GB/30 hari @byu_id;Netral
@idikms @byu_id Ayo dong @byu_id adain lagi 😆;Netral
@idikms @urimogi @byu_id Ya maksudku by.U yg paket 150 unlimited 2mbps itu dik. Bedanya kalo dipake dihp kan cuma b… https://t.co/R8x6A3WuEH;Netral
@Initialsrap_ @byu_id Naikin lgi dong masa 360p burem ituu😝;Netral
@jadigini_loh @byu_id Aku Udah Berkali-kali Beli yang 100k 35Gb Bang Wkkw;Netral
@jek___ @byu_id kalah sama By.U udh centang;Netral
@jemhud @byu_id coba dm lewat ig deh hud biasanya direspon;Netral
@JeniAbdulrokhim @azezaha @byu_id saran dong paket unlimited yg wus wus tapi terjangkau;Netral
@JerryAlifian @byu_id Ini aku akses aplikasi byU pake XL bisa nih :);Netral
@kevinjulians12 @byu_id pake paket 1.5Mbps sebulan tu pilihan paling pas;Netral
@kimjonggin_ @byu_id Lumayan lancar apa lumayan lama untuk 2 Mbps?;Netral
@kimjonggin_ @byu_id Worth it nggak? Buat download lancar nggak;Netral
@knock_knock_eaj @byu_id min @byu_id aku tgl 9 kemarin kok ga dpt ya😭;Netral
@manyargubi @byu_id gaa bukan vpn maksudnya;Netral
@manyargubi @byu_id ganti vpn bisa koo;Netral
@mohdzen21 @byu_id ini perlu update di playstore.;Netral
@mooow____ @Arif_Anggaa @byu_id pas mau login makek VPN dulu;Netral
@MyrnaDewi2 @byu_id Sekarang udah masuk kak, aku chat di app by.u sama DM admin twt, besoknya baru masuk pulsaku;Netral
@nadivalionetta @byu_id Selama areamu terjangkau jaringan Telkomsel;Netral
@niiiiiiiddddaaa @byu_id Semoga complaint mendapat kuota tambahan hahaha;Netral
@NotNovemberrain @ramsyaaa @Telkomsel @byu_id cara aktifin 4g+ gimana bro?;Netral
@NotNovemberrain @Telkomsel @byu_id Apalagi di grapari telkomsel nya mas;Netral
@nyumse @byu_id Di mode pesawat dulu terus dibalikin lagi;Netral
@PekikPurbo @byu_id Coba pake vpn bukanya;Netral
@penonton21 @byu_id Kok aku gak dpt yah 😞;Netral
@Qfolqq @analissalsabil @byu_id Aku kudu pake vpn kalo mau buka 👀;Netral
@qnoize30 @byu_id Bingung ya gan,mereka ga ada grapari nya,kita mengadu kemana ya ?;Netral
@radityaisyours @byu_id Beli yg bisa semua aja kak;Netral
@rafiftaq @byu_id kan ultahmu 3 hari lg hyung sabar;Netral
@ramsyaaa @Telkomsel @byu_id Apakah harganya akan sama atau lebih mahal? @byu_id;Netral
@ramsyaaa @Telkomsel @byu_id Ketika jaringan dah 5G;Netral
@ramsyaaa @Telkomsel @byu_id Kira kira apa faedahnya 5G kalau pakai ByU unlimited 1.5Mbps?;Netral
@ramsyaaa @Telkomsel @byu_id Kira kira harga kuota nya lebih mahal gak ya?;Netral
@recehtapisayng sultan mah byubas bisa naik daun beneran 😱;Netral
@Restu_jaya_s @byu_id Ini bisa banyak begini sering beli paketan ya ? Apa sering beli pulsa ? Ini usernya udah lama pakai by.u kan ya ?;Netral
@Restu_jaya_s @byu_id Isi pulsa 50 rebu, dapat 50 koin doang ;Netral
@reyhanisme @byu_id Kartu pascabayarnya Indosat;Netral
@ribekkk @sehadkuad @aristya_di @byu_id Ini pakenya kartu tsel apa kartu by.U?;Netral
@ribekkk @sehadkuad @aristya_di @byu_id Udah bisa tapi beli kuota lagi;Netral
@rielnoenoy @byu_id kartunya selalu aktif? maksimal H+3 yg saya tau mbak;Netral
@rielnoenoy @byu_id yasudah tunggu aja sampe H+3;Netral
@romeongahh @byu_id Iya soalnya udh nyoba yg 12gb 50k cuma 4 hari jadi balik lagi kesitu🙃😭;Netral
@RyaanRenee @byu_id Gitu ya. Pantesan dicari2 nggak ada. Skrg adanya 50GB itu 120k;Netral
@RyaanRenee @byu_id Ini @byu_id tolong adain lagi;Netral
@ryndaniatizm @Telkomsel @iamrendimaulana @byu_id Tenan njir setiap 3 bulan dikei kuota anniv, tapi saiki orak :(;Netral
@rynygskt_ @byu_id Pantesan byu punyaku hangus soalnya gak pernah beli paketan sebulan;Netral
@sebotsaja @byu_id Ini saya akses aplikasi byU pake internet XL bisa kak :);Netral
@sebotsaja @byu_id Silakan coba akses aplikasi byU menggunakan koneksi internet provider lain ya :);Netral
@sebulmubal @aivocadooo @byu_id Coba akses aplikasi byU pake koneksi internet lain ya :);Netral
@sehadkuad @aristya_di @byu_id Biasanya kan emang paket dr kemendikbud bisa dipake wa;Netral
@selenymph @txtfrombrand @byu_id Btw telkomsel sama gak lancarnya si;Netral
@shootofme @byu_id Setahu saya yg kepake duluan yg masa berlakunya hampir habis. Jadi yg kepake kuota anniv dulu se… https://t.co/OrXJLbhyVE;Netral
@si_izzan @byu_id baru tahu kalau yg unlimited bisa di tetringin;Netral
@sigummy @byu_id Buat download lancar nggak ya.;Netral
@spilledmilc @sariebut @byu_id Coba buat akses app byu jangan pake internet byu;Netral
@summer_time88 @byu_id Harusnya si bisa ya, tapi harganya bisa aja beda. Bisa lebih murah atau lebih mahal. Kan si merah masih pake zona2 an buat harga paketnya;Netral
@sunsflowa @byu_id coba di-restart dulu kak device nya :);Netral
@supanadit @byu_id Mungkin buat internet kabelnya bisa pertimbangin pake Iconnet;Netral
@supanadit @byu_id Mungkin buat internet kabelnya bisa pertimbangin pake Iconnet, Hary udah pake sekitar 6 bulan, puas sama kualitas jaringannya dan lebih murah daripada Indihome, tapi coverage nya masih sempit dan pemasangannya lama banget;Netral
@Telkomsel @ryndaniatizm @iamrendimaulana Min anaknya a.k.a @byu_id nggak mau bagi bagi kuota anniv lagi nih 🥺;Netral
@thereserch @byu_id Sama punyaku juga kuota abis lagi;Netral
@triindonesia @byu_id sinyalnya di Lampung bagus ga nih?;Netral
@txtdarisijeunii @byu_id astaga min kamu nctzen ?:) tdi siang aku dm mau nnton konser tuh konser ini min 😭;Netral
@txtdarisijeunii @byu_id kmrn aku mau nge fangirling lemottt lohhh adminnya uga ngebucinn ternyata yaa? Bismillah kuota 10 GB 🙏🏻;Netral
@txtdarisijeunii apakah nindy tidak mau memberikan free kuota untuk nctzen? atau ya seengganya ada kpop event lah😃 @byu_id;Netral
@txtdarisijeunii sepertinya mimin baiyu nctzen pren biasnya mark min? @byu_id;Netral
@ursephile @txtdarisisange @byu_id Ini pake paketan yg mana?;Netral
@ustadchen @Telkomsel @byu_id ngikut 5G jg kagak?;Netral
@uud2627 @byu_id aku kemaren ulang tahun ga dikasi hadiah :(( pilih kasih bgt by. U @byu_id :((((((((;Netral
@vietnamdr1p @A_L_A_15 @byu_id Bukannya waktu itu yang 1Mbps ya yang harga 100rb?;Netral
@vvindk_w @byu_id Tp d daerahmu stabil ga jaringannya?;Netral
@vvindk_w @sarimiebakso_ @byu_id Buat kuliah daring atau webinar kira2 worth it kah?;Netral
@wahyu_lestarii @byu_id Salah sleting?;Netral
@waith_cord @byu_id iya saya bekasi utara juga wkwkw;Netral
@yourtrulyoppa @byu_id Enak g si pake by.u;Netral
@yusufsuryo @byu_id 1tahun lebih udah lupa anniv kita ya nindy? Ku kira kita spesial https://t.co/7rNJfecOcD;Netral
@zoradtya @byu_id kok aku pas ultah april kemarin ga dapet😢;Netral
ada trik buat pakai kuota topping gak sih @byu_id ;Netral
ada yang pernah pake by u ? @byu_id;Netral
Adakah yang sudah pernah pake kartu perdana @byu_id ?;Netral
Alhamdulillah aku baik baik aja ko Nindy @byu_id ;Netral
Anak by.U kalo internetan nyari tempat yang kaya gimana sih?;Netral
Apakah By.u sudah VoLte ?;Netral
apakah kartu @byu_id sdh mendukung jaringan 5G?;Netral
Apakah keunggulan kartu @byu_id ?;Netral
Bantuin min daripada pusing.;Netral
Beli kuota 10 Gb untuk 10 hari;Netral
Beli Kuota Topping Vidio  di aplikasi by.U &amp;Netral
